citation,reporting_entity,cadence,deadline,source,url,uslm_id
10 U.S.C. 2473,each Secretary of a military department,annual,as part of the annual budget submission of the President,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2473&num=0&edition=prelim,/us/usc/t10/s2473
10 U.S.C. 2476(e),the Secretary of Defense,annual,not later than 45 days after the date on which the President submits to Congress the budget for a fiscal year under section 1105 of title 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2476&num=0&edition=prelim,/us/usc/t10/s2476/e
10 U.S.C. 2610(d),the Secretary,annual,At the end of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2610&num=0&edition=prelim,/us/usc/t10/s2610/d
10 U.S.C. 2679(e)(3),the Secretary concerned,annual,not less frequently than annually for each fiscal year of the pilot program,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2679&num=0&edition=prelim,/us/usc/t10/s2679/e/3
10 U.S.C. 2680,each Secretary of each military department,annual,as part of the annual budget submission of the President,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2680&num=0&edition=prelim,/us/usc/t10/s2680
10 U.S.C. 2687a(a)(1),Secretary of Defense,annual,At the same time that the budget is submitted under section 1105(a) of title 31 for a fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2687a&num=0&edition=prelim,/us/usc/t10/s2687a/a/1
10 U.S.C. 2687a(a)(2),Department of Defense,annual,during the previous fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2687a&num=0&edition=prelim,/us/usc/t10/s2687a/a/2
10 U.S.C. 2687a(b),Secretary of Defense,annual,Not later than December 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2687a&num=0&edition=prelim,/us/usc/t10/s2687a/b
10 U.S.C. 2687a(d),Secretary of Defense,annual,Each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2687a&num=0&edition=prelim,/us/usc/t10/s2687a/d
10 U.S.C. 271 note,Secretary of Defense,annual,December 31 of each year in which the authority in subsection (a) is in effect,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section271&num=0&edition=prelim,/us/usc/t10/s271/note/1
10 U.S.C. 2710 note,Secretary of Defense,event-driven,upon such indication of contamination or risk,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2710&num=0&edition=prelim,/us/usc/t10/s2710/note/2
10 U.S.C. 2716,Secretary of Defense,annual,concurrent with the submission to Congress of the budget of the President,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2716&num=0&edition=prelim,/us/usc/t10/s2716
10 U.S.C. 2731 note,Secretary of Defense,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2731&num=0&edition=prelim,/us/usc/t10/s2731/note/1
10 U.S.C. 2733a(j),the Secretary of Defense,annual,not less frequently than annually until 2028,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2733a&num=0&edition=prelim,/us/usc/t10/s2733a/j
10 U.S.C. 2808a,Secretary of Defense,biennial,"Not later than 180 days after the date of enactment of this section, and biannually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2808a&num=0&edition=prelim,/us/usc/t10/s2808a
10 U.S.C. 2810(e),each Secretary of a military department and the Secretary of Defense,annual,along with the budget for each fiscal year submitted by the President pursuant to section 1105(a) of title 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2810&num=0&edition=prelim,/us/usc/t10/s2810/e
10 U.S.C. 2810(f)(3)(A),Secretary of Defense,annual,in connection with the budget for a fiscal year submitted under 1105 of title 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2810&num=0&edition=prelim,/us/usc/t10/s2810/f/3/A
10 U.S.C. 2815a(f),each Secretary concerned,annual,not later than 90 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2815a&num=0&edition=prelim,/us/usc/t10/s2815a/f
10 U.S.C. 2819,each Secretary concerned,annual,along with the budget for fiscal year 2027,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2819&num=0&edition=prelim,/us/usc/t10/s2819
10 U.S.C. 2820(a),each Secretary concerned,other,"not later than the date on which the budget of the President for fiscal year 2027 is submitted to Congress, and once every five years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2820&num=0&edition=prelim,/us/usc/t10/s2820/a
10 U.S.C. 2820(a)(1),each Secretary concerned,multi-year,"not later than the date on which the budget of the President for fiscal year 2027 is submitted to Congress, and once every five years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2820&num=0&edition=prelim,/us/usc/t10/s2820/a/1
10 U.S.C. 2820(a)(1)(C)(i),each Secretary concerned,other,"not later than the date on which the budget of the President for fiscal year 2027 is submitted to Congress, and once every five years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2820&num=0&edition=prelim,/us/usc/t10/s2820/a/1/C/i
10 U.S.C. 2835(b),Secretary of Defense and Secretary of Homeland Security (for Coast Guard),annual,in connection with the budget submitted pursuant to section 1105 of title 31 for each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2835&num=0&edition=prelim,/us/usc/t10/s2835/b
10 U.S.C. 2835(b)(2),Secretary of Defense and the Secretary of Homeland Security with respect to the Coast Guard,annual,in connection with the budget submitted pursuant to section 1105 of title 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2835&num=0&edition=prelim,/us/usc/t10/s2835/b/2
10 U.S.C. 284(h)(3),the Secretary,quarterly,during the quarter preceding the quarter during which the report is submitted,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section284&num=0&edition=prelim,/us/usc/t10/s284/h/3
10 U.S.C. 2856a(b),the Secretary of Defense,annual,"Not later than March 1, 2025, and annually thereafter not later than 15 days after the submission of the budget of the President to Congress",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2856a&num=0&edition=prelim,/us/usc/t10/s2856a/b
10 U.S.C. 2857,Secretary of Defense,annual,Not later than 90 days after the end of each calendar year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2857&num=0&edition=prelim,/us/usc/t10/s2857
10 U.S.C. 2864(d),Secretary of Defense,annual,March 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2864&num=0&edition=prelim,/us/usc/t10/s2864/d
10 U.S.C. 2866a(g),Secretary of Defense,annual,"180 days after enactment, and annually thereafter not later than the date of President's budget",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2866a&num=0&edition=prelim,/us/usc/t10/s2866a/g
10 U.S.C. 2884(b),Secretary of Defense,annual,each year in the materials that the Secretary submits to Congress in support of the budget,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2884&num=0&edition=prelim,/us/usc/t10/s2884/b
10 U.S.C. 2884(c)(1),Secretary of Defense,semiannual,semi-annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2884&num=0&edition=prelim,/us/usc/t10/s2884/c/1
10 U.S.C. 2884(d),each Secretary concerned,annual,Not later than February 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2884&num=0&edition=prelim,/us/usc/t10/s2884/d
10 U.S.C. 2922j,Secretary of Defense,annual,not less frequently than annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2922j&num=0&edition=prelim,/us/usc/t10/s2922j
10 U.S.C. 2926(d)(7),the working group under paragraph (1),annual,February 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2926&num=0&edition=prelim,/us/usc/t10/s2926/d/7
10 U.S.C. 2926(e),"Assistant Secretary of Defense for Energy, Installations, and Environment",multi-year,"not later than 30 days after the date on which the budget for fiscal year 2024 is submitted to Congress, and every five years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2926&num=0&edition=prelim,/us/usc/t10/s2926/e
10 U.S.C. 2926(f),Secretary of Defense,annual,Not later than 30 days after the date on which the budget for a fiscal year is submitted to Congress pursuant to section 1105 of title 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section2926&num=0&edition=prelim,/us/usc/t10/s2926/f
10 U.S.C. 301 note,Secretary of Defense,annual,Not later than 90 days after the end of each of fiscal years 2023 through 2027,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section301&num=0&edition=prelim,/us/usc/t10/s301/note/8
10 U.S.C. 301 note,Secretary of Defense,annual,Not later than 180 days after the date of the enactment of this Act,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section301&num=0&edition=prelim,/us/usc/t10/s301/note/9
10 U.S.C. 3072,Comptroller General of the United States,annual,March 30th of each year from 2020 through 2029,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3072&num=0&edition=prelim,/us/usc/t10/s3072
10 U.S.C. 311 note,the Secretary of Defense,event-driven,Not later than 15 days after receiving a notification under paragraph (2)(D),note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section311&num=0&edition=prelim,/us/usc/t10/s311/note/0
10 U.S.C. 311 note,the Secretary of Defense,annual,not later than March 1 of each year during which the Secretary has authority to carry out the pilot program,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section311&num=0&edition=prelim,/us/usc/t10/s311/note/2
10 U.S.C. 3138(d),The Secretary,annual,not later than 30 days after the date on which the budget for the next fiscal year is submitted pursuant to section 1105 of title 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3138&num=0&edition=prelim,/us/usc/t10/s3138/d
10 U.S.C. 3138(e),Comptroller General,annual,Not later than 120 days after the date on which the Secretary submits to Congress the report required under subsection (d) for any year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3138&num=0&edition=prelim,/us/usc/t10/s3138/e
10 U.S.C. 3153 note,the Secretary of Defense and the Secretary of State,annual,"Not later than 30 days after the end of a fiscal year in which covered support, supplies, and services are provided or exchanged pursuant to an agreement under this section",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3153&num=0&edition=prelim,/us/usc/t10/s3153/note/0
10 U.S.C. 321(e),the Secretary of Defense,quarterly,during the preceding 90-day period,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section321&num=0&edition=prelim,/us/usc/t10/s321/e
10 U.S.C. 322,the Secretary of Defense,annual,Not later than April 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section322&num=0&edition=prelim,/us/usc/t10/s322
10 U.S.C. 3241(f),the Secretary of Defense,annual,"Not later than March 1, 2028",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3241&num=0&edition=prelim,/us/usc/t10/s3241/f
10 U.S.C. 3241(g),Secretary of Defense,annual,"Not later than March 1, 2028, and annually thereafter until March 1, 2033",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3241&num=0&edition=prelim,/us/usc/t10/s3241/g
10 U.S.C. 331(b),the Secretary of Defense,event-driven,upon designation and upon continuation of designation,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section331&num=0&edition=prelim,/us/usc/t10/s331/b
10 U.S.C. 331(b)(3),the Secretary,annual,on an annual basis,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section331&num=0&edition=prelim,/us/usc/t10/s331/b/3
10 U.S.C. 332(b),Secretary of Defense,annual,Not later than February 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section332&num=0&edition=prelim,/us/usc/t10/s332/b
10 U.S.C. 333(f),Director of the Defense Security Cooperation Agency,semiannual,semi-annual basis,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section333&num=0&edition=prelim,/us/usc/t10/s333/f
10 U.S.C. 345(e),Secretary of Defense,annual,December 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section345&num=0&edition=prelim,/us/usc/t10/s345/e
10 U.S.C. 352,Secretary of Defense,annual,Not later than March 15 each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section352&num=0&edition=prelim,/us/usc/t10/s352
10 U.S.C. 3604,Secretary of Defense,biennial,Not later than March 1 and September 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title10-section3604&num=0&edition=prelim,/us/usc/t10/s3604
